selected_stock,leg_stock,pvalue
ROP,SPG,0.005978041
KMX,WTW,0.00604233
CDNS,WRB,0.00612606
CDNS,LLY,0.006151392
CDNS,DPZ,0.006210468
VMC,WM,0.006226081
CDNS,JNJ,0.006247128
CDNS,UPS,0.006272988
ROP,WEC,0.006283393
CDNS,KO,0.006286418
MLM,WM,0.006316755
MLM,UNH,0.006353388
CDNS,HRL,0.006361661
EMN,LIN,0.006559139
CCL,NFLX,0.006586506
CDNS,SYY,0.006616011
CDNS,TRV,0.006626853
BBWI,VRTX,0.006684732
JBHT,VZ,0.006723604
CDNS,MMM,0.006742014
MLM,SYY,0.006753384
CDNS,ES,0.006883843
CDNS,MO,0.006904106
DOV,RTX,0.006942427
CDNS,MA,0.006958468
CDNS,TECH,0.006972576
KMX,RMD,0.007038423
CDNS,PEG,0.007080737
CDNS,WEC,0.007126685
CDNS,GD,0.00723731
CDNS,DTE,0.007508378
CCL,ICE,0.007554112
CCL,LH,0.007564335
MLM,PEG,0.007566271
CDNS,HD,0.007767644
DD,TECH,0.007790674
FDX,TEL,0.007866517
CCL,GD,0.007970828
CDNS,FISV,0.008003741
TEL,USB,0.008021977
PKG,TFC,0.008034327
EMN,ETN,0.008065006
CDNS,SNA,0.008123795
CDNS,CHD,0.008126917
CDNS,CE,0.008208936
FDX,TECH,0.00821076
FDX,LYV,0.008399155
DOV,EMN,0.008422157
CDNS,RE,0.008535225
FDX,MMM,0.008541369
CDNS,XEL,0.008542373
CDNS,MSFT,0.008643511
CDNS,KMB,0.008670896
CDNS,ROST,0.008677281
CDNS,ORLY,0.008704467
CDNS,EVRG,0.008792775
CCL,INCY,0.008809116
PKG,TT,0.008851396
CCL,MOH,0.008943206
TEL,UPS,0.009092057
BBWI,BMY,0.009150768
PKG,RJF,0.009153363
CDNS,SWK,0.009182255
PKG,TDY,0.009189498
MLM,PAYX,0.009255415
CDNS,MDLZ,0.009370024
CDNS,CINF,0.009395746
CDNS,MNST,0.00940501
CSX,TER,0.009417135
CDNS,TDY,0.009456733
CDNS,EFX,0.009482527
CCL,NOC,0.009514125
EMN,LEN,0.009562721
CDNS,EXR,0.00962657
DD,UPS,0.009674577
CCL,PEP,0.009676599
ROP,TJX,0.009762323
CCL,RSG,0.009810904
EMN,PARA,0.009885897
EMN,PXD,0.009967651
CDNS,IPG,0.010034203
CCL,MSFT,0.010244404
ROP,WTW,0.010362042
CDNS,IEX,0.010461487
CCL,PCG,0.010502939
CCL,WAT,0.010580303
JBHT,RJF,0.010642807
MLM,TSN,0.010649984
CCL,HAS,0.010751596
SWK,TER,0.010818775
TEL,TFC,0.01097586
VMC,XRAY,0.011217752
DD,MRK,0.011397918
CDNS,NWL,0.011435417
CDNS,TJX,0.011477979
CDNS,GL,0.011504151
CDNS,EBAY,0.011528313
JBHT,PFE,0.011554467
CDNS,MRK,0.011581635
DD,IPG,0.011619361
CCL,PNC,0.011677749
DD,ICE,0.011720353
CDNS,CI,0.011763114
CCL,RCL,0.011871375
CDNS,RSG,0.011920683
CSX,PH,0.011935336
KMX,PCAR,0.012035242
CDNS,MMC,0.012086696
PKG,PNC,0.012124382
FDX,PKG,0.012194104
SWK,TRV,0.012321524
CCL,LLY,0.012336835
CDNS,PNW,0.012548982
CDNS,MKC,0.012594276
KMX,LH,0.012754293
CDNS,ESS,0.012802394
CDNS,K,0.012807685
MLM,TFX,0.01300688
DD,PEP,0.013026136
CDNS,SJM,0.013169984
CDNS,CTAS,0.013226971
CDNS,IT,0.013272955
ROP,UPS,0.013340055
CDNS,PCG,0.013415335
CDNS,LH,0.013429436
SNA,SPGI,0.013446373
CCL,LRCX,0.013733612
CDNS,IFF,0.01375271
DD,PEG,0.013771117
FDX,UAL,0.013777298
CSX,PTC,0.013790697
CDNS,SBUX,0.013859281
CCL,SEE,0.013862094
MLM,NEE,0.013876688
CDNS,LHX,0.013961015
EMN,PNR,0.013981211
PNR,PXD,0.014023015
FDX,WHR,0.014096714
DD,EIX,0.014152815
CDNS,DGX,0.014161947
CCL,GOOGL,0.014233395
BBWI,UHS,0.014437836
CCL,WBA,0.014468332
FDX,PTC,0.014695846
CCL,FISV,0.014742842
MLM,NTRS,0.014750787
DD,LYV,0.014775228
CDNS,NDSN,0.014894656
CDNS,PKI,0.014907221
CCL,UDR,0.014978965
CDNS,PSA,0.014987694
DD,PTC,0.015002454
FDX,TFC,0.015140588
CDNS,YUM,0.015177107
CDNS,CPB,0.015181115
EMN,WY,0.015192669
CCL,PKI,0.015234233
LUV,PEG,0.015348263
FDX,RE,0.015394565
CCL,LUV,0.015510278
CCL,VRSN,0.015515336
NSC,URI,0.015541111
CCL,MO,0.01555736
CCL,DD,0.015624809
KMX,WELL,0.015649133
CCL,UNH,0.015827664
CDNS,NKE,0.015854091
CDNS,TYL,0.015894505
JBHT,TFC,0.015908893
CDNS,O,0.015951673
CCL,CE,0.016048246
ROP,TER,0.016178203
CCL,NWL,0.0161785
CDNS,FDS,0.016218567
PKG,TEL,0.016224704
CCL,GOOG,0.016245355
CCL,ROL,0.016253002
CDNS,TMO,0.016410907
KMX,LEN,0.016484154
KMX,SBAC,0.016490329
CCL,TXN,0.016527726
CDNS,FIS,0.016638935
CCL,FDS,0.016790791
DD,FDX,0.016915367
CCL,EIX,0.016919335
CDNS,CMCSA,0.01692666
CCL,PAYX,0.017058351
EMN,HSY,0.017115581
DD,PKI,0.017164334
CCL,SNA,0.017215851
CDNS,JBHT,0.017274734
DOV,HSY,0.017292324
CDNS,DUK,0.017305142
MLM,TXN,0.017416881
KMX,ORCL,0.017482997
CDNS,VZ,0.01751973
ROP,SPGI,0.017558762
CCL,STZ,0.017588381
PKG,WFC,0.017671515
CDNS,PKG,0.01775767
CDNS,ECL,0.017947705
CDNS,PGR,0.017972586
CDNS,ED,0.018079072
CDNS,MCD,0.018150191
CDNS,ISRG,0.018158946
JBHT,TER,0.018253498
BBWI,MOH,0.018345891
CDNS,CRM,0.018355843
CDNS,TAP,0.0184075
CDNS,SHW,0.01861758
CDNS,SO,0.018863509
FDX,PEP,0.018901059
CDNS,TT,0.018973595
CCL,STE,0.019074626
FDX,ICE,0.01909312
CDNS,MAA,0.01912362
BBWI,DHI,0.019168596
CCL,MTD,0.019224487
CDNS,RJF,0.019366355
BBWI,TSCO,0.019400035
FDX,ZBH,0.01944375
CDNS,EW,0.019450524
SWK,WELL,0.019454138
NSC,PH,0.019455729
KMX,TEL,0.01948026
CDNS,PFE,0.019535194
SNA,TRV,0.019717096
CCL,LMT,0.01972807
CCL,FICO,0.019769331
CDNS,TSN,0.019882059
CDNS,SPG,0.019946665
CCL,TGT,0.020002501
CCL,TAP,0.020043354
SNA,TECH,0.020284308
FDX,GD,0.020303336
JBHT,WTW,0.020327792
CCL,PGR,0.020397267
ROP,TRV,0.020730211
CDNS,RMD,0.020766316
CDNS,DIS,0.020826007
CDNS,CNC,0.020922156
CCL,DXCM,0.020924794
DD,SYK,0.020981308
KMX,RHI,0.021089247
CCL,UAL,0.021101953
CCL,REG,0.021341027
CCL,ELV,0.021528641
CCL,ORLY,0.021617146
NSC,PG,0.021643337
CDNS,CLX,0.021652876
CDNS,LKQ,0.021710457
CCL,RE,0.021847974
CDNS,WST,0.021902993
FDX,HUM,0.021947477
JBHT,TJX,0.02205022
DD,KLAC,0.022144753
DD,LHX,0.022159723
CDNS,WM,0.022334254
FDX,PNC,0.022627917
CDNS,ODFL,0.022723245
BBY,MS,0.022789299
DD,OMC,0.022863241
CDNS,STZ,0.022929465
WY,XOM,0.022931849
KMX,RJF,0.02296189
BBWI,DIS,0.023065748
CDNS,COO,0.023179575
CCL,HRL,0.02322006
FDX,INTC,0.023332976
CCL,DHR,0.023390251
CDNS,GIS,0.023451723
JBHT,PG,0.02345772
CSX,NSC,0.023538151
CCL,JKHY,0.023611236
JBHT,NDSN,0.023736127
CCL,HSIC,0.023911399
EMN,PODD,0.024062621
BBY,LDOS,0.02406801
CCL,NVR,0.0241281
NSC,RJF,0.024149499
CDNS,MOH,0.024168393
CCL,MMM,0.024244779
CCL,CDNS,0.024614907
MLM,SCHW,0.024724299
CDNS,TFX,0.024809837
ROP,SHW,0.024826573
PKG,WHR,0.024878762
CCL,CLX,0.025032427
NSC,ODFL,0.025047524
FDX,LHX,0.025287595
DOV,EOG,0.025634416
DD,PG,0.0257503
CCL,TFX,0.025786391
KMX,WHR,0.025915028
CCL,EXR,0.026050119
CCL,IDXX,0.026166245
CDNS,MAS,0.026215526
PKG,UPS,0.026364577
MLM,NI,0.026525563
CCL,HOLX,0.026565698
CDNS,MSI,0.026604594
CSX,PCAR,0.026622968
CDNS,UAL,0.026792919
NSC,UNP,0.026805325
KMX,PFE,0.026930188
CCL,CTAS,0.026994418
KMX,RTX,0.027231703
CCL,IPG,0.027240235
MLM,PCG,0.027303708
CCL,IFF,0.027305295
CCL,CMS,0.027342759
DD,GOOG,0.027431607
LUV,VMC,0.027466725
CCL,CNC,0.027518964
CCL,XEL,0.027534273
CCL,EFX,0.027625312
JBHT,KMX,0.02773274
CCL,GPN,0.027786209
CCL,SYY,0.027917539
CDNS,SPGI,0.027938104
CCL,CPB,0.028035986
CDNS,TEL,0.02813977
CCL,DPZ,0.02840515
DD,XRAY,0.028426085
CCL,COST,0.028464225
NSC,TFC,0.028482863
EMN,FITB,0.028524915
CCL,NI,0.028705059
DD,LH,0.028714374
FDX,WFC,0.028814148
CCL,ESS,0.028903489
SWK,TGT,0.028908983
CDNS,MKTX,0.028934481
CDNS,UDR,0.028957966
CCL,EXPD,0.029030572
MAR,SPGI,0.029215163
CCL,MAA,0.029239012
CDNS,DLTR,0.029296044
CDNS,TFC,0.029519361
FDX,WBA,0.029747507
BBWI,COF,0.029910428
DD,DHR,0.029911739
DD,GOOGL,0.029950229
SWK,UPS,0.030165762
CCL,MAS,0.030226707
CCL,SNPS,0.030279717
CDNS,PNC,0.030291824
CCL,INTU,0.030478731
SWK,WTW,0.030516269
CDNS,SRE,0.030750899
CCL,NKE,0.031060338
KMX,VRTX,0.031087511
CCL,TDG,0.031261532
CDNS,USB,0.031280435
CCL,WM,0.031305306
CCL,TRV,0.031416955
CDNS,TXN,0.031583265
NSC,TDY,0.031636743
FDX,JPM,0.031638736
CDNS,GPN,0.031882754
CDNS,WELL,0.031897436
CCL,LNT,0.032131561
MLM,MO,0.03226589
CDNS,MPWR,0.032404404
DD,PNC,0.032509506
DOV,PARA,0.032754779
JBHT,LKQ,0.03275529
CCL,WRB,0.032959616
CCL,LYV,0.033007048
DD,NEE,0.033143353
JBHT,MTB,0.033175785
PKG,SPGI,0.033309634
CCL,DIS,0.033326559
CCL,NEE,0.03356912
KMX,TER,0.033598231
KMX,TROW,0.033685699
ROP,VZ,0.033776193
CCL,RJF,0.033886616
KMX,TGT,0.033956294
CCL,MNST,0.033962891
MAR,ODFL,0.033984786
CDNS,DXCM,0.033995937
BBWI,BF-B,0.034011276
ROP,TMUS,0.034130015
DD,IEX,0.034428643
LUV,TAP,0.034459128
CDNS,ELV,0.034486213
EMN,PHM,0.034574173
DD,GL,0.034597294
CCL,ITW,0.034824444
CCL,K,0.034954313
CCL,TYL,0.035062188
CDNS,DD,0.035177554
SNA,VMC,0.035204681
CCL,SWKS,0.035214727
CSX,TEL,0.035281654
JBHT,PHM,0.035289502
CCL,ES,0.035303464
DD,TMO,0.035305805
CDNS,PH,0.035420563
FDX,PKI,0.035442771
DD,HON,0.035745856
DD,TER,0.035786693
DOV,PCAR,0.035897537
CDNS,CL,0.035943747
JBHT,MSI,0.035986244
MAR,PEP,0.036050693
CCL,HD,0.036135701
JBHT,RMD,0.036324166
CCL,DRI,0.036465621
BBWI,CRM,0.036511194
NSC,TER,0.036649234
FDX,FIS,0.036728056
CCL,WST,0.036736104
NSC,TEL,0.036953419
CCL,EW,0.037091649
DOV,PNR,0.037122018
CCL,HON,0.037150288
CDNS,MCHP,0.037245553
DD,MMM,0.037360691
FDX,RJF,0.037413593
FDX,PCAR,0.037424243
DD,INTC,0.037651818
CDNS,SBAC,0.037727279
MLM,XRAY,0.037732913
CCL,MKTX,0.037853581
FDX,PEG,0.037993093
CCL,KR,0.037993148
NSC,PKG,0.038011
CCL,DTE,0.038028563
SNA,TGT,0.038089698
MAR,MOH,0.038183136
CCL,TECH,0.038282685
SNA,WBA,0.038290231
ROP,XEL,0.038420243
CDNS,GPC,0.038559024
BBY,GS,0.03874907
PKG,RMD,0.038943946
DD,HUM,0.03913326
CCL,IT,0.039146704
DD,PCAR,0.039148218
CDNS,UHS,0.039272114
DD,DTE,0.039473753
CCL,SWK,0.039501276
FDX,OMC,0.039537445
MAR,RCL,0.039565739
CSX,IP,0.039622946
CCL,CME,0.039680426
CCL,FIS,0.039805025
JBHT,KO,0.03986973
CCL,MHK,0.039921672
CDNS,CPT,0.039965507
FDX,PG,0.040043862
CDNS,DLR,0.040112109
SWK,WRB,0.04020444
CCL,FDX,0.0402506
CCL,TSN,0.04031599
CDNS,FDX,0.040434483
CCL,CRM,0.040477143
CCL,MDT,0.04060626
JBHT,ROP,0.040611296
CCL,EVRG,0.040632828
MLM,NFLX,0.040635091
TEL,WHR,0.040656195
FDX,SPGI,0.040663318
SNA,TDG,0.040732078
EMN,GWW,0.040829932
CCL,FRT,0.040847521
CCL,WEC,0.041214983
EMN,RTX,0.041296988
CDNS,NVR,0.041325123
DD,MCHP,0.041456239
KMX,ROK,0.041617479
PKG,SRE,0.041707421
SWK,TDG,0.041743215
NSC,PCAR,0.041815637
CCL,MDLZ,0.041939537
FDX,ODFL,0.042013888
CCL,NDAQ,0.042225611
CCL,TMO,0.042259799
CCL,RMD,0.042271126
CDNS,WFC,0.042291092
CCL,KLAC,0.04230104
ROP,WAT,0.042485681
FDX,IPG,0.04249105
JBHT,WY,0.042529601
CCL,MPWR,0.042648481
LUV,MLM,0.042829935
BBWI,TGT,0.042898231
BBY,GLW,0.04297398
CCL,SBUX,0.043006152
CDNS,POOL,0.043097791
CDNS,MDT,0.0433844
CDNS,DRI,0.043399482
CDNS,PLD,0.043477473
DD,LNT,0.043686861
MLM,ROL,0.044061544
CCL,MLM,0.044116036
JBHT,OMC,0.044378636
EMN,MTCH,0.044463135
TEL,ZBH,0.044758897
CSX,TFC,0.044823737
CCL,UHS,0.04489377
LUV,RCL,0.045197815
KMX,MOH,0.045407643
PNR,WMT,0.045410031
JBHT,PARA,0.04550091
CDNS,STE,0.045656668
DD,TEL,0.045683634
MAR,UAL,0.045706392
PKG,USB,0.045710294
CDNS,WBA,0.046213189
DD,RJF,0.046293994
CDNS,CSX,0.046372292
DD,JNJ,0.046436679
BBWI,CTSH,0.046586611
DOV,TROW,0.046869658
CDNS,LUV,0.046976224
DD,RE,0.047041714
CDNS,NFLX,0.047133561
CCL,CINF,0.047243727
ROP,WY,0.047263855
CAT,OXY,0.047575278
MLM,TMUS,0.047588393
CCL,EQIX,0.04766715
JBHT,MDLZ,0.047724326
CCL,MAR,0.047808446
FDX,MSFT,0.048005182
TEL,WTW,0.048234783
CCL,DGX,0.049014324
FDX,LH,0.04902634
CCL,ROP,0.049276493
CCL,GL,0.049364645
CDNS,EQR,0.049396888
EMN,PCAR,0.049425797
PKG,PRU,0.049578727
CDNS,HOLX,0.049615111
CCL,LOW,0.049694882
CCL,PNW,0.049744279
BBWI,CAH,0.049754036
KMX,PH,0.049876757
CDNS,MHK,0.049968369
CCL,TT,0.049982171
