selected_stock,leg_stock,pvalue
ADSK,MMM,0.045849869
APH,DD,0.045970546
APH,NWL,0.046077771
A,KO,0.046243412
ALB,CNP,0.046466387
APH,PCAR,0.046644633
APH,POOL,0.046742548
A,TGT,0.046850548
ADSK,WAT,0.047453468
ADSK,VLO,0.04746991
ADSK,RJF,0.047582305
LRCX,NFLX,0.04809513
ADSK,NWL,0.048559944
A,ESS,0.048615556
A,MTB,0.048738351
ADSK,MTB,0.048853476
A,MSI,0.048888709
APH,ES,0.049329693
ADSK,ALGN,0.049393586
ADSK,FITB,0.049750021
