selected_stock,leg_stock,pvalue
COF,DFS,0.004827122
HON,MDLZ,0.004827867
BIO,JPM,0.004829892
COF,MA,0.00483153
ALL,APD,0.004839494
COF,DUK,0.004840663
KEY,ORLY,0.004849064
BALL,RMD,0.004851016
EXR,HD,0.004854585
AEE,CDNS,0.004861072
DHI,DHR,0.004863628
MCO,WBA,0.004863669
ACN,TDG,0.004864296
J,ZION,0.004864466
EFX,XRAY,0.00486974
AAL,TMO,0.004874729
AON,TMO,0.004877122
CF,JCI,0.004877893
FITB,GEN,0.004881524
KEY,SHW,0.004882077
ED,SWK,0.004891717
CBRE,ILMN,0.004900236
CBRE,MOH,0.004906403
CBRE,WRB,0.004906688
MKC,PGR,0.00490746
DHI,PNW,0.00490916
KEY,SBUX,0.004917709
DHR,TDG,0.004918375
PKG,PTC,0.004924631
CDNS,CMS,0.004925734
CMI,LIN,0.004926003
DHI,EQIX,0.004934576
KEY,MCK,0.004935482
D,INTU,0.004936483
GOOG,NEE,0.004939211
AIG,PHM,0.004943928
TER,UPS,0.004946209
APH,CDNS,0.004948044
EOG,PODD,0.00495896
HBAN,TEL,0.004962735
GPC,HSY,0.004974484
FITB,INTC,0.004976313
ADBE,ICE,0.004976751
HBAN,SNA,0.004978345
ANSS,MSI,0.004979721
ANSS,COO,0.00498262
POOL,XEL,0.004983
KEY,LKQ,0.004990269
MO,ORLY,0.004993974
FRT,TGT,0.004997542
CLX,VRSN,0.004998989
CBRE,RJF,0.005006185
AIG,URI,0.005009633
AIG,UNH,0.005014692
AEE,XRAY,0.005032128
ITW,PEP,0.005037779
AIG,JPM,0.005039241
BDX,TAP,0.005044485
DOV,PODD,0.005044842
CMCSA,DHR,0.005046784
SJM,WEC,0.005053866
ADP,BALL,0.005056109
CL,WELL,0.005070261
COF,HON,0.005070346
AIG,OMC,0.00507465
DGX,SYY,0.005075847
COF,GPC,0.005081604
ELV,INCY,0.005082787
NWL,PEG,0.005089891
FRT,MKC,0.005101554
LEN,MDLZ,0.005113543
ALL,BLK,0.005113838
COF,DVA,0.005114366
ADI,JPM,0.005114572
AIG,WMB,0.005114908
AIG,HPQ,0.005115
RF,SNA,0.005115517
TFC,UPS,0.005115883
LHX,TFC,0.005118855
AIG,BRO,0.005120931
OMC,PKI,0.005124512
ACN,HRL,0.005128331
MSFT,WM,0.005130952
STZ,WST,0.005131296
ITW,SYY,0.005133162
AIG,AMP,0.005137059
HBAN,LMT,0.005143988
DHR,MMC,0.005150841
AIG,WBA,0.005154072
BALL,TRV,0.005159145
IP,TROW,0.005167566
K,TFX,0.005174055
RF,TFX,0.005189229
KEY,NKE,0.005195279
MAS,RSG,0.005199983
HBAN,UPS,0.005205467
LMT,MLM,0.005210439
DOV,ETN,0.005210724
BIIB,IVZ,0.005211613
IP,RTX,0.005223823
PG,PTC,0.005224341
RF,WRB,0.005228982
ACN,MO,0.00523195
DHI,LNT,0.005236515
BSX,VMC,0.005237483
CCL,HUM,0.005238368
AMP,PCAR,0.005239446
TEL,TT,0.005241588
MS,NUE,0.005244273
MTD,POOL,0.005246221
EL,WELL,0.005250753
AIG,KR,0.00525542
K,NI,0.005255537
AMP,BIIB,0.005257587
FITB,MET,0.00525852
AON,MCO,0.005264732
CHRW,FFIV,0.005268253
PEP,TFC,0.005270424
RF,TGT,0.005272654
ADP,SPGI,0.00527275
ROK,WTW,0.005279044
AIG,RL,0.005280901
MS,PFG,0.005284439
FITB,NEE,0.005284526
PTC,TT,0.005284735
CDNS,WAT,0.0052849
HBAN,UNH,0.005286331
MCO,PEP,0.005286526
MLM,MSFT,0.005290182
HBAN,MSFT,0.005291584
CBRE,MCK,0.005303444
AEP,ITW,0.005304156
AZO,BALL,0.005306355
DHR,WEC,0.005312424
LNT,OMC,0.005312979
DOV,LIN,0.005313779
FITB,MMC,0.005316393
AIG,CPB,0.005317058
AJG,VZ,0.005317293
AES,KEY,0.005317444
ABT,SRE,0.005317503
NEE,XRAY,0.005318357
ADSK,UAL,0.005319572
LH,UPS,0.005322578
CBRE,XRAY,0.005323617
COF,LKQ,0.00532668
CBRE,ROK,0.005327783
MHK,SNA,0.005328912
ES,KLAC,0.005330604
AIG,BSX,0.005335111
HBAN,TT,0.005335292
AIG,NUE,0.005335898
ANSS,PFE,0.005336579
CBRE,TDY,0.005338448
CMCSA,RE,0.005338489
AIG,STX,0.005343753
AJG,LKQ,0.005345789
COO,PFE,0.005351511
FITB,JKHY,0.005355382
TDY,TFC,0.005356964
RF,RTX,0.005358873
COF,EMN,0.005360237
LH,TDG,0.005362401
AIG,EFX,0.005362619
IFF,SWK,0.005363972
ELV,SEE,0.005364586
ANSS,VZ,0.005365108
AIG,ZBRA,0.005365512
KEY,MNST,0.005373274
BRK-B,ICE,0.005375989
DHR,KLAC,0.005380621
RF,TROW,0.005400096
ES,ESS,0.005405877
MAS,WST,0.005410449
KMB,MDLZ,0.005410459
GRMN,KEY,0.005419525
AIG,HUM,0.005419606
LEN,UNP,0.0054198
ROL,SNPS,0.005420431
AIG,LYV,0.005421836
TEL,WFC,0.005423235
ACN,SNPS,0.005434419
OKE,QCOM,0.005437372
BIIB,SRE,0.005437449
CCI,CL,0.005437733
AIG,GD,0.005439479
FMC,TRMB,0.005439563
MRK,WY,0.005443333
CPB,JCI,0.005447757
MO,MTD,0.005448121
DPZ,PGR,0.005448746
BBWI,LEN,0.005451237
KEY,SWKS,0.005451731
HIG,RF,0.005455017
D,PG,0.005455755
AJG,COF,0.005458949
DTE,INTU,0.005460622
BF-B,MCO,0.005465109
PG,TT,0.005466433
RF,VRSN,0.005466448
AMT,PNW,0.005466903
ADI,TRV,0.005472128
DHR,INTU,0.005474922
IEX,PKI,0.005479451
MOH,TGT,0.005483701
GEN,JCI,0.005489053
NEE,TFC,0.005493353
CL,PFE,0.005495912
AEP,EXPE,0.00549687
FITB,GOOG,0.005497928
ALGN,WM,0.005499988
KO,MSI,0.005500346
TROW,WY,0.005500797
WEC,WRB,0.005502369
KEY,SWK,0.005505218
HAS,PCG,0.005510174
COST,SPGI,0.005520017
BKNG,LEN,0.005522024
BIO,TXN,0.005523988
FITB,LKQ,0.005526393
DHI,LH,0.005529495
APH,RE,0.00553004
DTE,RJF,0.005536209
NEE,PEP,0.00553665
DLTR,LH,0.005539468
NOC,WST,0.005541152
DHR,NEE,0.005542827
ADI,INTU,0.005547161
FITB,JBHT,0.005547756
AIG,TEL,0.005553149
CRM,SWK,0.005553608
FISV,NVR,0.005557585
ADBE,NOC,0.005558533
PG,PODD,0.005559585
RCL,SEE,0.005565415
ALGN,NEE,0.005567281
GD,MLM,0.005568192
FRT,INTU,0.005568618
BIO,CAG,0.00556962
ADI,WRB,0.005571046
LNT,MCHP,0.005571325
FITB,NOC,0.005573096
HBAN,RCL,0.005573523
CME,TMUS,0.005576664
FITB,LMT,0.005577658
IDXX,WM,0.005584542
DHI,SNA,0.005587724
AIG,PRU,0.005588055
CDNS,SYK,0.005588082
MCO,SHW,0.005588888
NVR,PEP,0.005601818
FITB,MA,0.005603483
KEY,TGT,0.005604243
LEN,TROW,0.005605194
CSGP,PFE,0.005623169
FICO,MO,0.005626049
MTD,SWK,0.005627443
BLK,MCO,0.005629857
BMY,SHW,0.005635144
ADI,D,0.005637177
K,LH,0.005639376
ACN,NVR,0.005640792
CDNS,NI,0.005641616
MS,PRU,0.005662271
BR,VMC,0.005664519
D,IFF,0.005673508
BALL,CRM,0.005673816
EXPE,FISV,0.0056741
GD,LRCX,0.005676685
CHD,SPGI,0.005678018
NUE,PLD,0.00567815
PHM,PODD,0.005681887
ISRG,TER,0.005682364
AIG,LMT,0.005695294
LIN,VTR,0.00569541
AOS,PAYX,0.0056987
CRM,RMD,0.00570144
CI,SNA,0.005703452
DVN,MOS,0.00571103
RF,TSN,0.005713785
MKTX,PCG,0.005722968
AMZN,ATO,0.005723
CE,LH,0.005732695
GILD,PHM,0.005733345
AKAM,AMP,0.005733999
FITB,PFE,0.005735557
CCI,ROP,0.005735679
KEY,VFC,0.005735723
LH,TECH,0.00573826
BKNG,UPS,0.005740244
DHI,JKHY,0.005742755
CCI,KO,0.005746247
RMD,SWK,0.005749934
ADI,LH,0.005755234
AIG,ALGN,0.005760558
HUM,PEG,0.005765062
FDX,MRK,0.005773143
ADBE,GD,0.005774873
DPZ,WM,0.005775249
DPZ,SPGI,0.005775409
VFC,VRTX,0.005775575
PEG,VMC,0.005786527
CBRE,ESS,0.0057869
CBRE,SWKS,0.005787319
KEY,SPG,0.005790771
RMD,WTW,0.005793619
AIG,CINF,0.005795293
PGR,VRSN,0.00579622
AIG,IVZ,0.005799838
EBAY,WY,0.005803653
RJF,TT,0.005805749
PODD,TROW,0.005806419
CDNS,FRT,0.005806533
AIG,LVS,0.005807815
NOC,PAYX,0.005808012
GIS,SJM,0.005809554
TMO,WBA,0.005816334
CBRE,PG,0.005816735
AIG,CMCSA,0.005817473
CSGP,MCO,0.005818413
MS,STT,0.005818642
DUK,MTB,0.005819059
JCI,PEG,0.00582502
GOOGL,PEP,0.005829339
DTE,IFF,0.005831304
KEY,NVR,0.005837132
ICE,SNPS,0.005840465
HBAN,NWL,0.005843684
APH,IFF,0.005862946
CMS,IFF,0.005879118
AES,RF,0.005880378
IT,MA,0.005880656
IEX,PTC,0.005883573
CHD,PSA,0.00588547
AIG,RE,0.005892291
NI,XRAY,0.005893
CME,CSCO,0.005894208
CDNS,INTC,0.005900105
BALL,DHR,0.005903961
IPG,WAT,0.005904059
COF,COST,0.005907376
GIS,IFF,0.005908286
EOG,PTC,0.005919631
AMT,TJX,0.005924354
ACGL,POOL,0.005930217
MU,WDC,0.005945284
FRT,IT,0.005953396
TGT,TRV,0.005961979
BRK-B,CDNS,0.00596296
RF,RHI,0.005967107
MDLZ,TDG,0.005969514
HRL,HSIC,0.005972221
PEG,ZBH,0.005973529
LMT,MSFT,0.005976913
K,TSN,0.005977195
ROP,SPG,0.005978041
APH,LH,0.005979814
CCI,FRT,0.00598569
CBRE,PODD,0.005988749
RJF,TER,0.005991176
HBAN,TMO,0.005994154
ADSK,TXN,0.005996771
ALK,SNA,0.005998039
PCG,TXN,0.005999707
AIG,MOH,0.006000892
AIG,FIS,0.006002797
DHI,VZ,0.006005301
AES,LVS,0.006006773
HBAN,UAL,0.006018913
CLX,PGR,0.006019603
HRL,NI,0.006019937
PHM,PNR,0.006020691
AIG,MSFT,0.006025907
AFL,LYV,0.006027094
COF,NDSN,0.006031228
JKHY,MDLZ,0.006032026
MCO,NEE,0.006035635
AIG,CTAS,0.006039077
AIG,LOW,0.006041207
OXY,WBD,0.006041375
KMX,WTW,0.00604233
RF,SRE,0.006048296
WELL,WTW,0.006055711
ATO,NI,0.006056567
CMG,VTRS,0.006058966
PCG,SYY,0.006063208
CPB,POOL,0.006063641
AON,MMC,0.006066348
KEY,PXD,0.006066875
PG,TEL,0.006067026
DHI,UHS,0.006068819
K,POOL,0.006079567
ADI,DHR,0.006080348
AIG,NOC,0.006081894
GD,JCI,0.006083083
UHS,WBA,0.00608547
TFC,TT,0.00608944
AOS,WM,0.006089979
HBAN,NOC,0.006091568
GOOGL,NVR,0.006093659
NOC,RSG,0.006099657
APH,SNPS,0.006103732
CMI,COF,0.006113114
SNPS,UNH,0.00611902
HBAN,INCY,0.006120647
DHI,INTU,0.006124895
CDNS,WRB,0.00612606
ROL,UNH,0.006135249
ADBE,AVY,0.006138074
FITB,LNT,0.006138763
L,LVS,0.006140169
AIG,PLD,0.006144748
LH,TER,0.006146563
HBAN,PKG,0.006146636
CDNS,LLY,0.006151392
ABT,PPG,0.006154862
HBAN,PTC,0.006156335
FRT,IFF,0.00615889
NEE,NWL,0.00616134
MKTX,SYY,0.006163914
COF,IVZ,0.006166627
D,DHI,0.006169189
JCI,UAL,0.006172775
AIG,ETN,0.006174081
KEY,TER,0.00618042
COF,PFE,0.006194054
EXPE,EXR,0.006194098
KEY,NDSN,0.006198714
AIG,PKI,0.006203168
CBRE,PPG,0.006203178
KEY,MU,0.006205113
PEG,VLO,0.006209062
CDNS,DPZ,0.006210468
NI,VRSN,0.006212847
CPB,NVR,0.00621741
VMC,WM,0.006226081
AMT,CL,0.006229943
EXR,NKE,0.006232075
TMUS,ZBH,0.006234644
PKI,XRAY,0.00623781
CRM,FRT,0.006246183
CDNS,JNJ,0.006247128
EXPE,GOOGL,0.00625497
HON,ICE,0.006255651
BMY,RMD,0.006256366
HBAN,WRB,0.006267823
CDNS,UPS,0.006272988
CVS,DHI,0.006282467
ROP,WEC,0.006283393
CDNS,KO,0.006286418
AVY,NDAQ,0.006296163
LHX,PAYX,0.006305194
AAPL,COF,0.006307803
BK,TMUS,0.00630856
AIG,NTAP,0.006313471
BRK-B,FITB,0.006314329
MLM,WM,0.006316755
J,RF,0.006317625
PHM,VRTX,0.006319843
CBRE,FDX,0.006320752
AIG,STZ,0.006321812
SPG,TGT,0.006323915
CCI,ES,0.006324134
AIG,IPG,0.006328907
TMUS,UAL,0.006331579
CL,PHM,0.006331876
PH,RJF,0.006332592
AIG,PFE,0.006335048
HD,HRL,0.006337272
KEY,LYV,0.006339449
CBRE,SYK,0.006341718
KEY,RMD,0.00634222
CRM,WEC,0.006350262
MDLZ,UPS,0.006351571
MLM,UNH,0.006353388
PHM,WFC,0.006356382
JNJ,SPGI,0.006358765
CI,PEP,0.006359953
CDNS,HRL,0.006361661
PODD,ROK,0.006364837
ALL,XRAY,0.006367795
AIG,WM,0.006384861
D,MTB,0.006389976
CAG,LH,0.006391227
CBRE,WELL,0.006392019
AMZN,CAG,0.006392724
HBAN,ITW,0.006401388
CTAS,EFX,0.006404997
KR,MOH,0.006407359
KEY,OKE,0.006409393
MGM,ZION,0.006414745
KEY,SLB,0.006414843
JKHY,PEP,0.006415043
AEP,NWL,0.006417718
HBAN,MHK,0.006419428
APD,LYV,0.006420147
MS,PNC,0.00642023
CCI,COF,0.006421375
APD,ZBH,0.006427464
GOOGL,NEE,0.006430201
AJG,BKNG,0.006430541
CBRE,DPZ,0.006431493
PCAR,ROK,0.006437923
CCI,SPG,0.006448068
BLK,LYV,0.006448527
IDXX,MLM,0.006449257
CL,MCO,0.006452629
MAS,TSN,0.006464499
MCD,SO,0.00646957
D,PFE,0.006471659
ATVI,MAS,0.006481145
MO,WRB,0.006482658
COF,DHR,0.006484935
HBAN,NEE,0.006485181
AXON,ZBH,0.00648858
ALK,BR,0.006489569
AIG,CE,0.006489654
TMUS,VZ,0.006490114
CPRT,T,0.006491752
FITB,KLAC,0.006493543
CBRE,DRI,0.006493884
GL,PTC,0.0064955
JCI,MPWR,0.006496776
APD,TEL,0.006504788
ECL,TFC,0.006506294
HBAN,MAR,0.006507477
ITW,SNPS,0.006511815
LYV,WBA,0.006515393
ELV,RCL,0.006518547
EXPE,PGR,0.006520379
ACN,O,0.006520653
CLX,LH,0.006523922
APH,DTE,0.00652965
AJG,D,0.006535837
IPG,LNT,0.00653779
ILMN,VRTX,0.0065382
ADP,WRB,0.006540378
FITB,MHK,0.006542368
RF,VLO,0.006543345
KEY,PNW,0.0065461
ESS,WAT,0.006552812
CBRE,ZBH,0.006553542
EMN,LIN,0.006559139
AIG,WST,0.006565626
MKC,PSA,0.006565673
ES,LEN,0.006567359
APD,PNC,0.006568281
PKI,WBA,0.006568332
APH,NEE,0.006575699
CCL,NFLX,0.006586506
COF,DTE,0.006589091
IVZ,WY,0.006589358
HBAN,SYY,0.006594031
ACN,JKHY,0.006597084
COF,LIN,0.006597348
ADBE,TFX,0.006598188
MS,TXT,0.006613386
CDNS,SYY,0.006616011
IPG,K,0.006620209
ICE,JKHY,0.006622428
HBAN,PAYX,0.006626222
CDNS,TRV,0.006626853
VTRS,WAB,0.006629499
HD,TRV,0.0066309
AIG,EXPE,0.006634081
CPT,INTU,0.006635012
JKHY,TRV,0.00663636
AMT,CDNS,0.006640777
EMR,PXD,0.006648705
ANSS,WY,0.006650492
ANSS,CRM,0.006655513
RF,TECH,0.006668806
JNJ,MMC,0.006668986
CI,DXCM,0.006678522
BBWI,VRTX,0.006684732
TFX,TYL,0.006694254
GPC,IT,0.006695711
ACN,DRI,0.00669795
ITW,JPM,0.006700665
KEY,LEN,0.00670255
CME,HOLX,0.006709625
DIS,LEN,0.006711761
SBAC,TFC,0.006712616
TMUS,UNH,0.006714479
KEY,STLD,0.006718981
PODD,PRU,0.006720951
JBHT,VZ,0.006723604
DUK,SPG,0.006725315
PGR,PNW,0.006728262
TAP,TMUS,0.00672932
JCI,KR,0.006734459
BDX,NWL,0.006738741
ACN,ADI,0.006739972
AIG,POOL,0.006741096
CDNS,MMM,0.006742014
ICE,SNA,0.00674314
PH,UPS,0.006743199
MA,MHK,0.006743588
RF,WYNN,0.006751287
APD,TT,0.006753179
MLM,SYY,0.006753384
HSIC,LOW,0.006753475
FISV,TFX,0.006754927
CMS,XEL,0.006759235
CAG,MTD,0.006761041
DHI,STE,0.006768433
RMD,SPGI,0.006777192
KEY,PCG,0.006782722
CBRE,D,0.006783554
AIG,EBAY,0.006804808
AIG,HON,0.006806078
CAH,CVS,0.006813795
MOH,VRTX,0.006814787
PFE,SHW,0.00681521
DIS,REGN,0.006818385
LYV,PEP,0.006827038
C,OXY,0.006837129
RF,TRMB,0.006838403
IEX,PEP,0.006841914
GIS,RMD,0.006847681
KEY,KIM,0.006850683
AIG,T,0.006860074
CBRE,ETN,0.006868075
HAS,LH,0.006873088
COF,MDLZ,0.006877091
LH,ORLY,0.00687848
LH,PSA,0.006880315
DHI,RMD,0.006881208
CDNS,ES,0.006883843
AKAM,RHI,0.006884028
SPGI,TRV,0.006898985
CDNS,MO,0.006904106
PCG,UNH,0.006908905
AIG,INTC,0.006911102
PCAR,PG,0.006911734
APD,DD,0.006914654
OXY,QCOM,0.006921105
LIN,MTCH,0.006921328
CE,WAT,0.006922695
CMCSA,UPS,0.006939634
DOV,RTX,0.006942427
FITB,IVZ,0.006950902
FITB,GPC,0.006952169
FITB,WST,0.006956177
CDNS,MA,0.006958468
KEY,UAL,0.006959128
CAG,DHI,0.006959877
DTE,MMC,0.006962041
ADP,TRV,0.006963102
CDNS,TECH,0.006972576
TGT,WAT,0.006975715
LIN,TER,0.006978531
PHM,WAB,0.006985025
OXY,RL,0.006990157
RJF,TDY,0.006993821
RMD,TFC,0.006994765
FITB,MPWR,0.00699641
FITB,WY,0.006996973
RF,WAT,0.00701271
AIG,TAP,0.007013712
DHR,SNPS,0.00701421
NEE,OMC,0.007014891
CMCSA,OMC,0.007018661
IPG,IT,0.007022388
ETN,TROW,0.007022725
KMX,RMD,0.007038423
K,WEC,0.007039558
HBAN,HON,0.007039924
ADSK,SYK,0.007049488
EW,JCI,0.007050836
LEN,MKC,0.007056954
EOG,URI,0.007057527
COF,DIS,0.007063814
AVB,SWK,0.007065323
DHI,HON,0.007071
A,D,0.007073184
FIS,SNPS,0.007075036
TECH,TXN,0.007075808
ALGN,JPM,0.007076226
SPGI,TFX,0.007079206
AIG,BRK-B,0.007080651
CDNS,PEG,0.007080737
JKHY,NEE,0.007083603
KEY,TJX,0.007085147
EXR,STE,0.007088446
AIG,APD,0.007093224
ODFL,PKG,0.007105759
FITB,SRE,0.007115817
LIN,PODD,0.007121552
AIG,RJF,0.007121903
CDNS,WEC,0.007126685
HBAN,MDT,0.007128281
AAL,LYV,0.007128741
ADSK,FDX,0.007134085
K,SNPS,0.007135557
AFL,DD,0.007136555
CBRE,DOV,0.007137465
SYY,WST,0.007142361
MAS,MDT,0.007142899
GOOGL,PAYX,0.007145487
KEY,VTRS,0.007145646
BKNG,IT,0.007147485
MOH,WFC,0.007149395
APH,ITW,0.007149673
CTAS,FISV,0.007159223
K,MAS,0.007166384
SRE,TFC,0.007173404
AMZN,POOL,0.007173674
MRK,RJF,0.007174822
CNP,LIN,0.007176986
FITB,WTW,0.007185622
ADP,RE,0.00718965
CMCSA,MMC,0.007195012
FITB,HSIC,0.007197387
MPWR,RSG,0.007198818
RMD,SHW,0.007203553
MAA,WAT,0.007204804
MDLZ,SPGI,0.007204982
FITB,INTU,0.007207353
D,MCO,0.007213139
AVB,KO,0.007216531
DHI,TSCO,0.00721765
DHI,JNJ,0.007218525
AMP,SBAC,0.007219145
IT,TJX,0.007220809
FRT,LEN,0.007221207
COF,ORCL,0.007224394
AIG,MPWR,0.007236487
CDNS,GD,0.00723731
FITB,POOL,0.007242296
LLY,SNA,0.007245468
AIG,DFS,0.007246774
CNC,MOH,0.007248082
LH,SBUX,0.007249847
MA,TFC,0.007262224
HBAN,LLY,0.007266594
KEY,TRMB,0.007268161
DHI,MHK,0.007274547
PHM,TSCO,0.007283154
APD,LRCX,0.00728738
APD,LH,0.007288574
AIG,MKTX,0.00729534
CBRE,EMN,0.007295886
PEP,ZBH,0.007296046
MRK,TDY,0.007296078
IT,MMC,0.007309821
GILD,MCO,0.007312286
ADSK,LHX,0.007319071
DTE,KLAC,0.007319948
PGR,SWK,0.007322718
MRK,UPS,0.007323391
RSG,SYK,0.007333756
IBM,JCI,0.007347167
MNST,ORLY,0.007353271
PG,PHM,0.00735548
RMD,UPS,0.007357394
ICE,ITW,0.00735805
SNPS,SPGI,0.007361134
FITB,UNP,0.007364257
CBRE,KO,0.007368998
AIG,GPN,0.007370108
AMT,CPT,0.007371536
RF,ZION,0.0073799
AAP,IT,0.007389977
JPM,RSG,0.007391067
AJG,COO,0.007396023
DLTR,ED,0.007398306
CMS,KLAC,0.007404927
CCI,SWK,0.00740848
CBRE,DISH,0.007409801
CPRT,GEN,0.007413369
KEY,MTCH,0.007419765
AIG,WYNN,0.007423013
RJF,ROK,0.007425588
IT,PEP,0.007425918
CTAS,JCI,0.007426437
CMA,LHX,0.007427204
AIG,ITW,0.007432686
PG,WTW,0.007446148
COF,YUM,0.007448062
ATVI,TFX,0.007448502
CCI,VZ,0.007468332
APD,KLAC,0.007471231
MCO,MDLZ,0.007477283
KEY,XEL,0.007477749
GOOG,NVR,0.007478507
EL,SPG,0.00748001
KMB,TYL,0.007482249
DHI,WAT,0.007483158
APD,MCO,0.007491641
ALGN,ATO,0.007494428
AIG,DXCM,0.007494799
AIG,CAT,0.007495765
PHM,UHS,0.007495973
EMR,HST,0.007499695
AFL,CMA,0.007500093
CDNS,DTE,0.007508378
HSIC,MHK,0.00751781
MHK,TYL,0.007518938
ED,O,0.007522507
FITB,NTRS,0.007524444
FITB,KMX,0.007540996
PTC,ROK,0.007544523
BMY,CRM,0.007547265
AIG,RSG,0.007551306
CCL,ICE,0.007554112
AIG,CSGP,0.007560433
CCL,LH,0.007564335
MGM,PODD,0.007564341
FICO,PCG,0.007564565
MLM,PEG,0.007566271
CE,UDR,0.007572855
ORCL,UNP,0.00757306
CRM,ESS,0.007577697
AXON,GD,0.007588981
DFS,HSY,0.007590205
CPT,DUK,0.007592002
CBRE,WMT,0.007593559
CRL,HBAN,0.007608939
COF,PPG,0.007613635
EOG,PCAR,0.007615194
AEP,CB,0.007615291
GIS,LH,0.007617843
DHI,WRB,0.00762124
BIO,CMA,0.0076246
ADSK,APD,0.00762461
PHM,TYL,0.007625201
GOOG,PGR,0.007628175
FITB,TDG,0.00763053
FISV,ORLY,0.007631735
DHR,XEL,0.007631965
AFL,PRU,0.007637771
ADI,SWK,0.007638984
BKNG,CDNS,0.007639068
ACGL,DHI,0.007641585
COST,SBUX,0.007645776
BR,WST,0.007650661
ICE,ZBH,0.007651186
ALGN,ICE,0.007652164
AIG,BXP,0.007659496
IT,RJF,0.007664684
IPG,JKHY,0.007667717
PXD,RTX,0.007668961
FAST,PEAK,0.00767119
INCY,WBA,0.007680274
DLTR,ES,0.007684132
PFE,PG,0.007687854
RF,SBAC,0.007689918
JPM,WM,0.007697106
AIG,ROK,0.007700688
ADBE,STZ,0.007701433
HBAN,MOH,0.007702171
ADI,CMCSA,0.00770515
ISRG,SO,0.007707874
FITB,VZ,0.007708938
BIO,SNPS,0.007711625
AIG,SNPS,0.007712597
IFF,RMD,0.007716049
CBRE,PTC,0.007720511
MAS,NDAQ,0.007721516
KEY,MKC,0.007725725
LNT,SPGI,0.007726839
LHX,TXN,0.007728362
CPT,PNW,0.007735085
DUK,ESS,0.0077399
OXY,WYNN,0.007749651
DTE,ITW,0.007753179
HBAN,TECH,0.007761963
RF,VZ,0.007767125
CDNS,HD,0.007767644
AIG,IRM,0.007769142
AIG,UDR,0.007770362
DVA,PPG,0.007772667
ADP,APH,0.007776582
MTB,UPS,0.007787626
GL,MDLZ,0.007787835
DD,TECH,0.007790674
AVY,NWL,0.007795478
ABC,MOH,0.007803378
RF,UDR,0.007818679
IFF,TECH,0.007822485
AIG,EQT,0.007826024
HBAN,JCI,0.007832803
MAS,NEE,0.007832963
FIS,LH,0.007838793
BR,TAP,0.007841049
AON,PEP,0.00784106
COF,DOV,0.007841689
CBRE,PEP,0.007846738
TMO,ZBH,0.007853968
AIG,BMY,0.007858963
MDLZ,RE,0.007859538
HRL,TFX,0.007860791
FDX,TEL,0.007866517
AEP,HON,0.007869619
ACN,PSA,0.007869754
AIG,GL,0.007874466
AIG,EA,0.007874722
RSG,TAP,0.007874989
CI,LOW,0.007876574
AMT,COO,0.007878276
HUM,SNA,0.007888376
MO,TFX,0.007890596
AIG,FISV,0.007894233
NI,POOL,0.007905089
KEY,PSA,0.007910774
CVS,REGN,0.007911916
IFF,SNPS,0.007913934
JKHY,TMUS,0.007914781
EVRG,POOL,0.007923143
DTE,TFC,0.007924445
NVR,WEC,0.007930923
LYV,TEL,0.007933207
PEP,STE,0.007935148
K,SWK,0.007936401
AAP,TYL,0.007938858
MTD,WRB,0.007945859
BALL,CMS,0.007946331
COST,ES,0.007951931
FITB,RCL,0.007954002
EOG,NSC,0.007956065
FIS,IEX,0.007958692
TMUS,ZBRA,0.007959
PG,ZBH,0.00795916
COST,IPG,0.007959211
RF,TRV,0.007970551
CCL,GD,0.007970828
PEP,TDG,0.007973849
CE,COF,0.007980031
HBAN,MMM,0.007985082
COF,TECH,0.007988926
DHI,EFX,0.00799689
PH,PODD,0.007999069
IFF,MMC,0.008000864
DTE,SNPS,0.008001528
CDNS,FISV,0.008003741
AMGN,APH,0.008004008
BLK,ZBH,0.008009408
SJM,WAT,0.008009732
AIG,MMM,0.00801855
TEL,USB,0.008021977
KEY,WEC,0.008025011
PAYX,TSN,0.008026618
SEE,STE,0.008026975
AIG,TMO,0.008028888
PKG,TFC,0.008034327
PAYX,WM,0.008039889
ABT,BF-B,0.008040573
BIIB,CBRE,0.008041887
COF,ESS,0.008045767
SNPS,T,0.008046071
AES,MOS,0.008049978
AIG,IEX,0.008057998
ICE,VRSN,0.008058196
DTE,MDLZ,0.008058988
CLX,TYL,0.008064341
EMN,ETN,0.008065006
GOOGL,PGR,0.008065431
ADM,LYV,0.008067478
AJG,YUM,0.008075181
FITB,UAL,0.008077875
RF,TPR,0.008081217
O,PNW,0.008087392
ESS,FDS,0.008087497
KIM,PPL,0.008088653
AIG,VRSN,0.008091262
AIG,KMX,0.008095399
TFC,USB,0.00809962
ADI,ES,0.008100306
JNJ,TFC,0.008104347
CMS,VRSN,0.008108502
KLAC,SYY,0.008110298
BALL,COO,0.008112577
D,LH,0.008113223
DHR,SWK,0.008118127
AAP,IFF,0.008121762
FITB,REG,0.008122063
CDNS,SNA,0.008123795
CDNS,CHD,0.008126917
COF,TJX,0.008127655
DHI,PG,0.008136297
FITB,IFF,0.00813669
KLAC,OMC,0.008137284
BIIB,RHI,0.008142405
DHI,GPC,0.008156721
BAX,NEE,0.008159766
HBAN,IDXX,0.008160857
BKNG,WTW,0.00816191
DHR,K,0.008166598
AIG,SYY,0.00816736
MGM,XRAY,0.008169268
LH,MKC,0.00818131
KEY,VRTX,0.008181315
COF,HSY,0.008184668
FICO,NOC,0.008186172
